"file","survey_area","state","issue_date","caption"
"NM-2010-09-13-05.tif","McKinley County","NM","","Generalized cross section illustrating soil-geomorphic-geologic relationships of soils on the Chaco slope of the San Juan Basin (Soil Survey of McKinley County, New Mexico)."
"NM-2012-02-14-01.tif","Harding County","NM","November 1973","Typical pattern of soils in association 2 in the northwestern part of the county (Soil Survey of Harding County, New Mexico; November 1973)."
"NM-2012-02-14-02.tif","Harding County","NM","November 1973","Typical pattern of soils in association 8 in the north-central part of the county (Soil Survey of Harding County, New Mexico; November 1973)."
"NM-2012-02-14-03.tif","Harding County","NM","November 1973","Typical pattern of soils in association 10 in the eastern part of the county (Soil Survey of Harding County, New Mexico; November 1973)."
"NM-2012-02-14-04.tif","Harding County","NM","November 1973","Typical pattern of soils in association 11 in the north-central part of the county (Soil Survey of Harding County, New Mexico; November 1973)."
"NM-2012-02-14-05.tif","Hidalgo County","NM","December 1973","Diagram showing relationship of several soil associations and the topography in Hidalgo County (Soil Survey of Hidalgo County, New Mexico; December 1973)."
"NM-2012-02-14-06.tif","Jicarilla Apache Nation, Parts of Rio Arriba and Sandoval Counties","NM","2004","Conceptual diagram of the major soil and landscape positions of the Largo Plains-Tapicito Plateau transition (Soil Survey of Jicarilla Apache Nation, New Mexico, Parts of Rio Arriba and Sandoval Counties; 2004)."
"NM-2012-02-14-07.tif","Jicarilla Apache Nation, Parts of Rio Arriba and Sandoval Counties","NM","2004","Conceptual diagram of the major soil and landscape positions of the Tapicito Plateau (Soil Survey of Jicarilla Apache Nation, New Mexico, Parts of Rio Arriba and Sandoval Counties; 2004)."
"NM-2012-02-14-08.tif","Jicarilla Apache Nation, Parts of Rio Arriba and Sandoval Counties","NM","2004","Conceptual diagram of the major soil and landscape positions of the Yeguas Mesas transition to the Lewis Shale landscape (Soil Survey of Jicarilla Apache Nation, New Mexico, Parts of Rio Arriba and Sandoval Counties; 2004)."
"NM-2012-02-14-09.tif","Jicarilla Apache Nation, Parts of Rio Arriba and Sandoval Counties","NM","2004","Conceptual diagram of the major soil and landscape positions of the north-central portion of the survey area from Archuleta Mesa south (Soil Survey of Jicarilla Apache Nation, New Mexico, Parts of Rio Arriba and Sandoval Counties; 2004)."
"NM-2012-02-14-10.tif","Lea County","NM","January 1974","Typical pattern of soils, topography, and underlying material in Kimbrough-Lea association (Soil Survey of Lea County, New Mexico; January 1974)."
"NM-2012-02-14-11.tif","Lea County","NM","January 1974","Typical pattern of soils, topography, and underlying material in Brownfield-Patricia-Tivoli association (Soil Survey of Lea County, New Mexico; January 1974)."
"NM-2012-02-14-12.tif","Lea County","NM","January 1974","Typical pattern of soils, topography, and underlying material in Pyote-Maljamar-Kermit association (Soil Survey of Lea County, New Mexico; January 1974)."
"NM-2012-02-14-13.tif","Otero Area, Parts of Otero, Eddy, and Chaves Counties","NM","June 1981","Pattern of soils and landscape in Alamogordo-Gypsum land-Aztec map unit (Soil Survey of Otero Area, New Mexico, Parts of Otero, Eddy, and Chaves Counties; June 1981)."
"NM-2012-02-14-14.tif","Otero Area, Parts of Otero, Eddy, and Chaves Counties","NM","June 1981","Pattern of soils and landscape in Lozier-Rock outcrop and Reakor-Tome-Tencee map units (Soil Survey of Otero Area, New Mexico, Parts of Otero, Eddy, and Chaves Counties; June 1981)."
"NM-2012-02-14-15.tif","Otero Area, Parts of Otero, Eddy, and Chaves Counties","NM","June 1981","Pattern of soils and landscape in Philder-Armesa-Reyab map unit (Soil Survey of Otero Area, New Mexico, Parts of Otero, Eddy, and Chaves Counties; June 1981)."
"NM-2012-02-14-16.tif","Otero Area, Parts of Otero, Eddy, and Chaves Counties","NM","June 1981","Pattern of soils and landscape in Pintura-Dona Ana map unit (Soil Survey of Otero Area, New Mexico, Parts of Otero, Eddy, and Chaves Counties; June 1981)."
"NM-2012-02-14-17.tif","Portales Area","NM","May 1959","Relative position and underlying material of main soils of Portales Valley: A, B, Mansker (shallow) and Potter (very shallow), underlain by rocky caliche and High Plains marl. C, Church, underlain by strongly calcareous lake sediments. D, Drake, underlain by strongly calcareous sediments from lakebeds. E, F, Arch and Portales, underlain by strongly calcareous valley fill of mixed wind- and water-deposited materials. G, Blackwater, underlain by valley fill and, in turn, by hard caliche at moderate depths. H, Clovis, underlain by mixed water- and wind-deposited sediments from the High Plains upland. I, J, K, Kimbrough, Amarillo, and Arvana, underlain by mixed water- and wind-deposited materials from the High Plains upland; Kimbrough soils underlain by hard caliche at shallow depth, and Arvana soils by hard caliche at moderate depth. L, M, Springer (deep) and Tivoli (very deep), underlain by wind-deposited sands (Soil Survey of Portales Area, New Mexico; May 1959)."
"NM-2012-02-15-01.tif","Roosevelt County","NM","March 1967","Generalized diagram of soil patterns that extend southwest to northeast through Roosevelt County (Soil Survey of Roosevelt County, New Mexico; March 1967)."
"NM-2012-02-15-02.tif","Southwest Quay Area","NM","May 1960","Typical pattern of soils and parent material at Blanco Creek on the High Plains. Pullman soils are on gentle slopes at the top of the divide, and Mansker soils are in rolling areas leading to the stream channel (Soil Survey of Southwest Quay Area, New Mexico; May 1960)."
"NM-2012-02-15-03.tif","Zuni Mountain Area","NM","July 1967","Typical section of soils in the northwestern part of the Zuni Mountains (Soil Survey of Zuni Mountain Area, New Mexico; July 1967)."
"NM-2012-02-15-04.tif","Zuni Mountain Area","NM","July 1967","Typical section of soils in the northern part of the Zuni Mountains, near McGaffey (Soil Survey of Zuni Mountain Area, New Mexico; July 1967)."
"NM-2012-02-15-05.tif","Zuni Mountain Area","NM","July 1967","Typical section of soils in the central part of the Zuni Mountains, west of Lookout Mountain (Soil Survey of Zuni Mountain Area, New Mexico; July 1967)0"
"NM-2012-02-15-06.tif","Zuni Mountain Area","NM","July 1967","Typical section of soils in the southern part of the Zuni Mountains, between Zuni Canyon and the Ice Cave area (Soil Survey of Zuni Mountain Area, New Mexico; July 1967)."
"NV-2012-05-09-06.tif","Elko County, Central Part","NV","November 1997","General soil map units representative of those on a semibolson that is an externally drained intermontane basin. The units are as follows: 1—Devilsgait-Woofus-Moranch; 4—Orovadal-Bioya-Puett; 5—Hunnton-Wieland-Bilbo; 6—McIvey-Stampede-Betra; 7—Donna-Stampede-Bilbo; 17—Cleavage-Quarz-Loncan; 18—Cotant-McIvey-Lerrow; and 10—Sumine-Cleavage-Hapgood (Soil Survey of Elko County, Nevada, Central Part; November 1997)."
"NV-2012-05-09-07.tif","Elko County, Central Part","NV","November 1997","Representative detailed soil map units as they occur in various landscape positions. Units 261 (Linkup-Roca-Vanwyper association), 241 (Cleavage-Cleavage, very cobbly-Loncan association), and 576 (Sumine-Cleavage-Hapgood association) are on mountains; unit 511 (Dacker-Gance-Kelk association) is on fan piedmont remnants and inset fans; unit 110 (Moranch-Ocala-Orovada association) is on fan skirts; and unit 440 (Devilsgait-Woofus-Devilsgait, gravelly substratum association) is on basin floors (Soil Survey of Elko County, Nevada, Central Part; November 1997)."
"NV-2012-05-09-08.tif","Elko County, Central Part","NV","November 1997","The physiographic position of each major soil component in some detailed soil map units. Units 261 (Linkup-Roca-Vanwyper association), 241 (Cleavage-Cleavage, very cobbly-Loncan association), and 576 (Sumine-Cleavage-Hapgood association) are on mountains; unit 511 (Dacker-Gance-Kelk association) is on fan piedmont remnants and inset fans; unit 110 (Moranch-Ocala-Orovada association) is on fan skirts; and unit 440 (Devilsgait-Woofus-Devilsgait, gravelly substratum association) is on basin floors (Soil Survey of Elko County, Nevada, Central Part; November 1997)."
"NV-2012-05-09-09.tif","Lander County, North Part","NV","May 1992","Typical relationship of general soil map units and landscapes: Playas (1); Buffaran-Allor-Chlara (11); Puett-Wieland-Genaw (14); and Itca-Reluctan-Punchbowl (20) (Soil Survey of Lander County, Nevada, North Part; May 1992)."
"NV-2012-05-09-10.tif","Lander County, North Part","NV","May 1992","Typical relationship of general soil map units and landscapes: Sonoma-Rixie-Paranat (3); Orovada-Broyles-Shabliss (7); Buffaran-Allor-Chiara (11); Bioya-Chiara-Cortez (12); Robson-Akerue-Buffaran (16); Sumine-Chen-Rock outcrop (19); and Quarz-Walti-Glean (21) (Soil Survey of Lander County, Nevada, North Part; May 1992)."
"NV-2012-05-09-11.tif","Lander County, North Part","NV","May 1992","Typical relationship of detailed soil map units and landscapes: Orovada fine sandy loam, 2 to 4 percent slopes (701); Wendane silt loam, occasionally flooded (1143); Ricert-Whirlo-Pineval association (1281); Walti-Softscrabble-Bucan association (3121); Robson-Reluctan association (3152); and Jung-Wiskan association (3846) (Soil Survey of Lander County, Nevada, North Part; May 1992)."
"NV-2012-05-09-12.tif","Lander County, North Part","NV","May 1992","Typical relationship of detailed soil map units and landscapes: Orovada fine sandy loam, 2 to 4 percent slopes (701); Wendane silt loam, occasionally flooded (1143); Ricert-Whirlo-Pineval association (1281); Walti-Softscrabble-Bucan association (3121); Robson-Reluctan association (3152); and Jung-Wiskan association (3846) (Soil Survey of Lander County, Nevada, North Part; May 1992)."
"NV-2012-05-09-13.tif","Lander County, South Part","NV","November 1991","General soil map units representative of those on a bolson that is an internally drained intermontane basin (Soil Survey of Lander County, Nevada, South Part; November 1991)."
"NV-2012-05-09-14.tif","Lander County, South Part","NV","November 1991","General soil map units representative of those on a semibolson that is an externally drained intermontane basin (Soil Survey of Lander County, Nevada, South Part; November 1991)."
"NV-2012-05-09-15.tif","Lander County, South Part","NV","November 1991","Appearance of some detailed soil map units as they occur in various positions on the landscape (Soil Survey of Lander County, Nevada, South Part; November 1991)."
"NV-2012-05-09-16.tif","Lander County, South Part","NV","November 1991","Landscape positions of each major soil component identified within the respective map units (Soil Survey of Lander County, Nevada, South Part; November 1991)."
"NV-2012-05-09-17.tif","Mineral County Area","NV","October 1991","General soil map units representative of those on a bolson that is an internally drained intermontane basin (Soil Survey of Mineral County Area, Nevada; October 1991)."
"NV-2012-05-09-18.tif","Mineral County Area","NV","October 1991","Appearance of some detailed soil map units as they occur in various positions on the landscape (Soil Survey of Mineral County Area, Nevada; October 1991)."
"NV-2012-05-09-19.tif","Mineral County Area","NV","October 1991","Landscape positions of each major soil component identified within the respective map units (Soil Survey of Mineral County Area, Nevada; October 1991)."
"NV-2012-05-09-20.tif","Pershing County, East Part","NV","May 1994","General soil map units representative of those on a bolson that is an internally drained intermontane basin. These units are 1—Payas; 6—Jerval-Dun Glen-Tenabo; 11—Reluctan-Roca-Iver; and 14—Puffer-Mulhop-Xine (Soil Survey of Pershing County, Nevada, East Part; May 1994)."
"NV-2012-05-09-21.tif","Pershing County, East Part","NV","May 1994","General soil map units representative of those on a semibolson that is an externally drained intermontane basin. These units are 4—Humboldt-Sonoma-Sondoa; 6—Jerval-Dun Glen-Tenabo; 7—Chiara-Cortez-Orovada; 8—Jerval-Misad-Knoss; 9—Theon-Singatse; 10—Trunk-Burrita-Hoot; and 11—Reluctan-Roca-Iver (Soil Survey of Pershing County, Nevada, East Part; May 1994)."
"NV-2012-05-09-22.tif","Pershing County, East Part","NV","May 1994","The physiographic position of various detailed soil map units. These units are 233—Dun Glen very fine sandy loam, 0 to 2 percent slopes; 322—Humboldt silty clay loam, strongly saline-sodic; 652—Burrita-Hoot-Rock outcrop association; 663—Oxcorel-Weso-Beoska association; 901—Roca-Reluctan association; and 1291—Slaven-Iver-Cleavage association (Soil Survey of Pershing County, Nevada, East Part; May 1994)."
"NV-2012-05-09-23.tif","Pershing County, East Part","NV","May 1994","The physiographic position of various detailed soil map units. These units are 233—Dun Glen very fine sandy loam, 0 to 2 percent slopes; 322—Humboldt silty clay loam, strongly saline-sodic; 652—Burrita-Hoot-Rock outcrop association; 663—Oxcorel-Weso-Beoska association; 901—Roca-Reluctan association; and 1291—Slaven-Iver-Cleavage association (Soil Survey of Pershing County, Nevada, East Part; May 1994)."
"NV-2012-05-09-27.tif","Western White Pine County Area, Parts of White Pine and Eureka Counties","NV","1998","The location of individual map unit components on a bolson landscape (Soil Survey of Western White Pine County Area, Nevada, Parts of White Pine and Eureka Counties; 1998)."
"NY-2010-09-28-01.tif","Cattarugus County","NY","2007","Representative landscape showing soils that formed in residual material, glacial till, glacial outwash, or alluvium (Soil Survey of Cattarugus County, New York; 2007)."
"NY-2010-09-28-02.tif","Cattarugus County","NY","2007","Representative landscape showing the relationship of some important soils and their parent material. The exaggerated schematics represent some typical soil profiles (Soil Survey of Cattarugus County, New York; 2007)."
"NY-2010-09-28-03.tif","Clinton County","NY","2006","The Becket-Tunbridge general soil map unit is associated with the hillsides of bedrock-controlled landscapes in the Adirondack Mountains (Soil Survey of Clinton County, New York; 2006)."
"NY-2010-09-28-04.tif","Clinton County","NY","2006","Typical pattern of deltaic sands and associated soils in the Champlain-Adams-Croghan general soil map unit (Soil Survey of Clinton County, New York; 2006)."
"NY-2010-09-28-05.tif","Clinton County","NY","2006","The Colosse-Trout River general soil map unit consists mostly of gravelly, undulating beach ridges that are oriented north-south along former shorelines of Glacial Lake Vermont (Soil Survey of Clinton County, New York; 2006)."
"NY-2010-09-28-06.tif","Clinton County","NY","2006","Soils in the Muskellunge-Adjidaumo-Swanton general soil map unit are used for growing corn, hay, and pasture. Because of a seasonal high water table, surface and subsurface drainage is commonly used to improve growing conditions for crops (Soil Survey of Clinton County, New York; 2006)."
"NY-2010-09-28-08.tif","Delaware County","NY","2006","The landscape pattern of upland soils developed in coarse loamy glacial till and ground water flow patterns (arrow shows general flow direction) (Soil Survey of Delaware County, New York; 2006)."
"NY-2010-09-28-09.tif","Delaware County","NY","2006","Typical pattern of soils and geologic materials in the Mardin-Bath-Volusia general soil map unit (Soil Survey of Delaware County, New York; 2006)."
"NY-2010-09-28-10.tif","Delaware County","NY","2006","Typical pattern of soils and geologic materials in the Lackawanna-Wellsboro, Tunkhannock-Maplecrest-Barbour, and Oquaga-Lordstown-Arnot general soil map units (Soil Survey of Delaware County, New York; 2006)."
"NY-2010-09-28-11.tif","Delaware County","NY","2006","Typical pattern of soils and geologic materials in the Willowemoc-Lewbeach-Onteora and the Vly-Halcott-Mongaup general soil map units (Soil Survey of Delaware County, New York; 2006)."
"NY-2010-09-28-12.tif","Hamilton County","NY","2006","Typical relationship of soils and underlying deposits in the Adams-Colton-Naumburg general soil map unit (Soil Survey of Hamilton County, New York; 2006)."
"NY-2010-09-28-13.tif","Hamilton County","NY","2006","Typical relationship of soils and underlying deposits in the Wonsqueak-Bucksport-Rumney general soil map unit (Soil Survey of Hamilton County, New York; 2006)."
"NY-2010-09-28-14.tif","Otsego County","NY","2006","Relationships between landscape and parent material for selected soils in Otsego County (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-15.tif","Otsego County","NY","2006","Ground water flow pattern and typical landscape pattern of upland soils that formed in glacial till. The arrow shows the general direction of flow (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-16.tif","Otsego County","NY","2006","Typical pattern of soils and underlying material in the Mardin-Lordstown-Bath general soil map unit (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-17.tif","Otsego County","NY","2006","Typical pattern of soils and underlying material in the Mongaup-Willdin-Lewbath general soil map unit (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-18.tif","Otsego County","NY","2006","Typical pattern of soils and underlying material in the Vly-Willowemoc-Lewbeach general soil map unit (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-19.tif","Otsego County","NY","2006","Typical pattern of soils and underlying material in the Wellsboro-Oquaga-Lackawanna general soil map unit (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-20.tif","Otsego County","NY","2006","Typical pattern of soils and underlying material in the Lansing-Conesus-Manheim general soil map unit (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-21.tif","Otsego County","NY","2006","Typical pattern of soils and underlying material in the Farmington-Wassaic general soil map unit (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-22.tif","Otsego County","NY","2006","Typical pattern of soils and underlying material in the Chenango-Valois-Howard general soil map unit (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-23.tif","Otsego County","NY","2006","The relationship between the soils and underlying material in the Otego-Chenango-Scio general soil map unit and the Mardin-Lordstown-Bath general soil map unit (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-24.tif","Otsego County","NY","2006","The relationship between the soils and underlying material in the Wayland-Canadaigua-Raynham general soil map unit and the Otego-Chenango-Scio general soil map unit (Soil Survey of Otsego County, New York; 2006)."
"NY-2010-09-28-25.tif","Saratoga County","NY","2004","Typical relationship of soils and underlying material in the Windsor-Deerfield-Scio general soil map unit. Many areas of this unit are farmed and are easily eroded after cultivation (Soil Survey of Saratoga County, New York; 2004)."
"NY-2010-09-28-26.tif","Saratoga County","NY","2004","Typical relationship of soils and underlying material in the Broadalbin-Mosherville-Sun general soil map unit (Soil Survey of Saratoga County, New York; 2004)."
"NY-2010-09-28-27.tif","Saratoga County","NY","2004","Typical relationship of soils and underlying material in the Berkshire-Becket-Tunbridge general soil map unit, which is generally at an elevation above 1,000 feet (Soil Survey of Saratoga County, New York; 2004)."
"NY-2010-09-28-28.tif","St. Lawrence County","NY","2005","Typical landscape of soils and underlying material in the Insula-Rock outcrop-Adjidaumo association (Soil Survey of St. Lawrence County, New York; 2005)."
"NY-2010-09-28-29.tif","St. Lawrence County","NY","2005","Typical landscape of soils and underlying material in the Hogansburg-Muskellunge-Grenville association (Soil Survey of St. Lawrence County, New York; 2005)."
"NY-2010-09-28-30.tif","Akwesasne Territory: St. Regis Mohawk Reservation","NY","2005","Glacial till knobs and ridges of Hogansburg and Malone soils are separated by the more clayey, nearly level Adjidaumo and Muskellunge soils. These fairly fertile soils are used for agricultural purposes. However, the till soils tend to be stonier and more desirable for building sites. Churchville soils occupy a zone of transition between the till and clay soils (Soil Survey of Akwesasne Territory; St. Regis Mohawk Reservation; 2005)."
"NY-2010-09-28-31.tif","Akwesasne Territory: St. Regis Mohawk Reservation","NY","2005","One of three major rivers flows through Akwesasne. The Raquetter River sliced through glacial till ridges (consisting of Grenville, Hogansburg, and Malone soils) and deposited fine-grained sands at varying depths over silt, clay, or loamy till. The silt and clay sediments of Adjidaumo and Muskellunge soils are remnants of proglacial lake and marine environments (Soil Survey of Akwesasne Territory; St. Regis Mohawk Reservation; 2005)."
"NY-2012-02-15-01.tif","Albany County","NY","June 1992","Typical pattern of soils and parent material in the Wellsboro-Lackawanna-Morris unit (Soil Survey of Albany County, New York; June 1992)."
"NY-2012-02-15-02.tif","Albany County","NY","June 1992","Typical pattern of soils and parent material in the Lordstown-Kearsarge-Arnot unit (Soil Survey of Albany County, New York; June 1992)."
"NY-2012-02-15-03.tif","Albany County","NY","June 1992","Typical pattern of soils and parent material in the Hudson-Rhinebeck unit (Soil Survey of Albany County, New York; June 1992)."
"NY-2012-02-15-04.tif","Cayuga County","NY","1971","Typical cross section of Honeoye-Lima association (Soil Survey of Cayuga County, New York; 1971)."
"NY-2012-02-15-05.tif","Cayuga County","NY","1971","Typical cross section of Ontario association in the north-central part of the county (Soil Survey of Cayuga County, New York; 1971)."
"NY-2012-02-15-06.tif","Cayuga County","NY","1971","Typical cross section of Langford-Erie association and Langford-Howard association in the southeastern part of the county (Soil Survey of Cayuga County, New York; 1971)."
"NY-2012-02-15-07.tif","Chautauqua County","NY","August 1994","Soils and parent material on a bedrock escarpment and on a lake plain that includes the Beach Ridge (Soil Survey of Chautauqua County, New York; August 1994)."
"NY-2012-02-15-08.tif","Chautauqua County","NY","August 1994","A representative landscape showing the relative location of some important soils and the depth to a seasonal high water table (Soil Survey of Chautauqua County, New York; August 1994)."
"NY-2012-02-15-09.tif","Chautauqua County","NY","August 1994","A typical landscape setting for Chenango gravelly loam, 0 to 3 percent slopes. The exaggerated schematic represents the soil layers (Soil Survey of Chautauqua County, New York; August 1994)."
"NY-2012-02-15-10.tif","Chautauqua County","NY","August 1994","Representative landscape showing soils that formed in residual material, glacial till, glacial outwash, or alluvium (Soil Survey of Chautauqua County, New York; August 1994)."
"NY-2012-02-15-11.tif","Chautauqua County","NY","August 1994","Representative landscape showing the relationship of some important soils and their parent material. The exaggerated schematics represent some typical soil profiles (Soil Survey of Chautauqua County, New York; August 1994)."
"NY-2012-02-15-12.tif","Chenango County","NY","December 1985","Typical pattern of soils and underlying material in the Volusia-Mardin-Lordstown map unit (Soil Survey of Chenango County, New York; December 1985)."
"NY-2012-02-15-13.tif","Chenango County","NY","December 1985","Typical pattern of soils and underlying material in the Mardin-Lordstown-Volusia map unit (Soil Survey of Chenango County, New York; December 1985)."
"NY-2012-02-15-14.tif","Chenango County","NY","December 1985","Typical pattern of soils and underlying material in the Howard-Valois-Teel map unit (Soil Survey of Chenango County, New York; December 1985)."
"NY-2012-02-15-15.tif","Columbia County","NY","June 1989","Typical pattern of Pittstown, Bernardston, Nassau, and Manlius soils on uplands and Hoosic soils on outwash plains (Soil Survey of Columbia County, New York; June 1989)."
"NY-2012-02-15-16.tif","Columbia County","NY","June 1989","Typical pattern of soils and underlying material in the Stockbridge-Georgia general soil map unit (Soil Survey of Columbia County, New York; June 1989)."
"NY-2012-02-15-17.tif","Genesee County","NY","March 1969","Cross section showing typical soil patterns in the Ontario-Hilton association, the Collamer-Galen-Canandaigua-Lamson association, and the Muck association in northern Genesee County (Soil Survey of Genesee County, New York; March 1969)."
"NY-2012-02-15-18.tif","Genesee County","NY","March 1969","Cross section showing typical soil pattern in the Mohawk-Manheim association (Soil Survey of Genesee County, New York; March 1969)."
"NY-2012-02-15-19.tif","Genesee County","NY","March 1969","A typical cross section of the Cazenovia-Ovid association, the Benson-Honeoye, moderately deep, association, and the Onondaga limestone escarpment (Soil Survey of Genesee County, New York; March 1969)."
"NY-2012-02-15-20.tif","Genesee County","NY","March 1969","Cross section showing typical soil pattern in the Lansing-Conesus association (Soil Survey of Genesee County, New York; March 1969)."
"NY-2012-02-15-21.tif","Genesee County","NY","March 1969","Cross section showing typical soil pattern in the Fremont-Hornell-Manlius association (Soil Survey of Genesee County, New York; March 1969)."
"NY-2012-02-15-22.tif","Genesee County","NY","March 1969","Cross section showing typical soil pattern in the Palmyra association (Soil Survey of Genesee County, New York; March 1969)."
"NY-2012-02-15-23.tif","Greene County","NY","February 1993","Typical pattern of soils and underlying material in the Wellsboro-Oquaga-Morris association (Soil Survey of Greene County, New York; February 1993)."
"NY-2012-02-15-24.tif","Greene County","NY","February 1993","Typical pattern of soils and underlying material in the Burdett-Nunda-Lyons association (Soil Survey of Greene County, New York; February 1993)."
"NY-2012-02-15-25.tif","Greene County","NY","February 1993","Typical pattern of soils and underlying material in the Lewbeach-Willowemoc-Onteora association (Soil Survey of Greene County, New York; February 1993)."
"NY-2012-02-15-26.tif","Madison County","NY","March 1981","Typical relationship of soils and underlying material in Lairdsville-Camillus-Lockport, gently sloping (Soil Survey of Madison County, New York; March 1981)."
"NY-2012-02-15-27.tif","Madison County","NY","March 1981","Typical relationship of soils and underlying material in Palmyra-Phelps, undulating (Soil Survey of Madison County, New York; March 1981)."
"NY-2012-02-15-29.tif","Madison County","NY","March 1981","Typical relationship of soils and underlying material in Hilton-Appleton, gently sloping (Soil Survey of Madison County, New York; March 1981)."
"NY-2012-02-15-30.tif","Madison County","NY","March 1981","Typical relationship of soils and underlying material in Mardin-Volusia, sloping (Soil Survey of Madison County, New York; March 1981)."
"NY-2012-02-15-31.tif","Nassau County","NY","February 1987","Typical relationship of soils and underlying deposits in the Montauk-Enfield general soil map unit (Soil Survey of Nassau County, New York; February 1987)."
"NY-2012-02-15-32.tif","Nassau County","NY","February 1987","Typical relationship of soils and underlying deposits in the Riverhead-Enfield-Urban land general soil map unit (Soil Survey of Nassau County, New York; February 1987)."
"NY-2012-02-15-33.tif","Nassau County","NY","February 1987","Typical relationship of soils and underlying deposits in the Riverhead-Plymouth general soil map unit (Soil Survey of Nassau County, New York; February 1987)."
"NY-2012-02-15-34.tif","Nassau County","NY","February 1987","Typical relationship of soils, surface features, and underlying deposits in the Udipsamments-Beaches-Urban land general soil map unit (Soil Survey of Nassau County, New York; February 1987)."
"NY-2012-02-15-35.tif","Niagara County","NY","October 1972","Typical cross section of the Appleton-Hilton-Sun association (Soil Survey of Niagara County, New York; October 1972)."
"NY-2012-02-15-36.tif","Niagara County","NY","October 1972","Typical cross section of the Hilton-Ovid-Ontario association (Soil Survey of Niagara County, New York; October 1972)."
"NY-2012-02-15-37.tif","Niagara County","NY","October 1972","Typical cross section of the Otisville-Altmar-Fredon-Stafford association (Soil Survey of Niagara County, New York; October 1972)."
"NY-2012-02-15-38.tif","Niagara County","NY","October 1972","Typical cross section of the Odessa-Lakemont-Ovid association (Soil Survey of Niagara County, New York; October 1972)."
"NY-2012-02-15-39.tif","Rensselaer County","NY","January 1988","Typical relationship of soils and underlying material in the Bernardston-Pittstown-Nassau general soil map unit (Soil Survey of Rensselaer County, New York; January 1988)."
"NY-2012-02-15-40.tif","Rockland County","NY","October 1990","Relationship between soils, landscape position, and parent materials in Rockland County (Soil Survey of Rockland County, New York; October 1990)."
"NY-2012-02-15-41.tif","Seneca County","NY","April 1972","Cross section of Honeoye-Lima association (Soil Survey of Seneca County, New York; April 1972)."
"NY-2012-02-15-42.tif","Seneca County","NY","April 1972","Cross section of Darien-Angola association (Soil Survey of Seneca County, New York; April 1972)."
"NY-2012-02-15-43.tif","Seneca County","NY","April 1972","Cross section of Langford-Erie and Conesus-Lansing associations in southern part of Seneca County (Soil Survey of Seneca County, New York; April 1972)."
"NY-2012-02-15-44.tif","Seneca Nation of Indians","NY","August 1984","Typical relationship of soils to parent material in the Allegheny River Valley (Soil Survey of Seneca Nation of Indians, New York; August 1984)."
"NY-2012-02-15-45.tif","Sullivan County","NY","July 1989","Typical landscape pattern of the soils and the underlying material in the Willowemoc-Mongaup-Lewbeach general soil map unit (Soil Survey of Sullivan County, New York; July 1989)."
"NY-2012-02-15-46.tif","Sullivan County","NY","July 1989","Typical landscape pattern of the soils and the underlying material in the Wellsboro-Oquaga-Lackawanna general soil map unit (Soil Survey of Sullivan County, New York; July 1989)."
"NY-2012-02-15-47.tif","Tompkins County","NY","July 1965","Typical cross section of Lima-Honeoye association and Palmyra association in northwestern Tompkins County (Soil Survey of Tompkins County, New York; July 1965)."
"NY-2012-02-15-48.tif","Tompkins County","NY","July 1965","Typical cross section of southern Tompkins County soils, consisting mainly of low-lime and very low-lime soils with a fragipan (Soil Survey of Tompkins County, New York; July 1965)."
"NY-2012-02-15-49.tif","Warren County","NY","January 1989","Typical relationship of upland and valley soils to landscape position and underlying deposits near the Schroon River (Soil Survey of Warren County, New York; January 1989)."
"NY-2012-02-15-50.tif","Warren County","NY","January 1989","Typical relationship of soils and underlying deposits in the Bice-Woodstock general soil map unit, which is generally at an elevation of about 1,000 to 1,500 feet (Soil Survey of Warren County, New York; January 1989)."
"NY-2012-02-15-51.tif","Warren County","NY","January 1989","Typical relationship of soils and underlying deposits in the Hermon-Marlow general soil map unit, which is generally at an elevation above 1,500 feet (Soil Survey of Warren County, New York; January 1989)."
"NY-2012-02-16-01.tif","Wyoming County","NY","April 1974","Typical pattern of soils in association 1 (Soil Survey of Wyoming County, New York; April 1974)."
"NY-2012-02-16-02.tif","Wyoming County","NY","April 1974","Typical pattern of soils in association 5 (Soil Survey of Wyoming County, New York; April 1974)."
"NY-2012-02-16-03.tif","Wyoming County","NY","April 1974","Typical pattern of soils in association 7 (Soil Survey of Wyoming County, New York; April 1974)."
"NY-2012-02-16-04.tif","Wyoming County","NY","April 1974","Typical pattern of soils in association 10 (Soil Survey of Wyoming County, New York; April 1974)."
"NY-2012-02-16-05.tif","Wyoming County","NY","April 1974","Typical pattern of soils in association 11 (Soil Survey of Wyoming County, New York; April 1974)."
"NY-2012-02-16-06.tif","Wyoming County","NY","April 1974","Typical pattern of soils in association 13 (Soil Survey of Wyoming County, New York; April 1974)."
